"yday","subsectionname","trailname","trailnumber","timeframe","wday","max.count","subsectionF"
338,"Lower Shafthouse","Shafthouse Hill",540,2021-12-04,"Sat",NA,"Lower Shafthouse"
339,"North Cottonwood to Ridge","North Cottonwood",545,2021-12-05,"Sun",NA,"North Cottonwood to Ridge"
340,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-12-06,"Mon",NA,"Ross Pass to Sacagawea Peak"
341,"Bridger to Ross Pass","Bridger Ridge",513,2021-12-07,"Tue",NA,"Bridger to Ross Pass"
342,"Carroll Creek","Carroll Creek",527,2021-12-08,"Wed",NA,"Carroll Creek"
343,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-12-09,"Thu",NA,"Flathead Pass Rd"
344,"Upper Shafthouse","Shafthouse Hill",540,2021-12-10,"Fri",NA,"Upper Shafthouse"
345,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-12-11,"Sat",NA,"S Fork Brackett Creek"
346,"East Bridger South","East Bridger South",538,2021-12-12,"Sun",NA,"East Bridger South"
347,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-12-13,"Mon",NA,"Ross Pass to Sacagawea Pass"
348,"Raptor View","Raptor View",530,2021-12-14,"Tue",NA,"Raptor View"
349,"Upper Brackett Creek","Upper Brackett Creek",526,2021-12-15,"Wed",NA,"Upper Brackett Creek"
350,"Truman to Jones","Bridger Foothills",534,2021-12-16,"Thu",NA,"Truman to Jones"
351,"College M","College M",511,2021-12-17,"Fri",NA,"College M"
352,"College M","Bridger Foothills",534,2021-12-18,"Sat",NA,"College M"
353,"College M to Sypes","Bridger Foothills",534,2021-12-19,"Sun",NA,"College M to Sypes"
354,"Steep Way","Bridger Ridge",513,2021-12-20,"Mon",NA,"Steep Way"
355,"M to Baldy","Bridger Ridge",513,2021-12-21,"Tue",NA,"M to Baldy"
356,"M shortcut","M shortcut",512,2021-12-22,"Wed",NA,"M shortcut"
357,"Sypes Canyon","Sypes Canyon",531,2021-12-23,"Thu",NA,"Sypes Canyon"
358,"Middle Cottonwood","Middle Cottonwood",586,2021-12-24,"Fri",NA,"Middle Cottonwood"
359,"East Bridger North","East Bridger North",539,2021-12-25,"Sat",NA,"East Bridger North"
360,"Truman Gulch","Truman Gulch",535,2021-12-26,"Sun",NA,"Truman Gulch"
361,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-12-27,"Mon",NA,"Middle Cottonwood to Bostwick"
362,"North Cottonwood Access","North Cottonwood Access",546,2021-12-28,"Tue",NA,"North Cottonwood Access"
363,"New World Gulch","New World Gulch",50,2021-12-29,"Wed",NA,"New World Gulch"
364,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-12-30,"Thu",NA,"North Cottonwood to Johnson Canyon"
365,"Bridger","Bridger Ridge",513,2021-12-31,"Fri",NA,"Bridger"
1,"Corbly Gulch","Corbly Gulch",544,2021-01-01,"Fri",NA,"Corbly Gulch"
2,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-01-02,"Sat",NA,"Felix Canyon Rd"
3,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-01-03,"Sun",NA,"Sypes to Middle Cottonwood"
4,"Bostwick to Truman","Bridger Foothills",534,2021-01-04,"Mon",NA,"Bostwick to Truman"
5,"Baldy to Bridger","Bridger Ridge",513,2021-01-05,"Tue",NA,"Baldy to Bridger"
6,"Fairy Creek","Fairy Creek",500,2021-01-06,"Wed",NA,"Fairy Creek"
7,"Fairy Lakeshore","Fairy Lakeshore",499,2021-01-07,"Thu",NA,"Fairy Lakeshore"
8,"Jones to Ross Pass","Bridger Foothills",534,2021-01-08,"Fri",NA,"Jones to Ross Pass"
9,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-01-09,"Sat",NA,"Sacagawea Peak to Sacagawea Pass"
10,"Ross Pass","Ross Pass",551,2021-01-10,"Sun",NA,"Ross Pass"
11,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-01-11,"Mon",NA,"Fairy Lake Shortcut"
12,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-01-12,"Tue",NA,"Johnson Canyon Jeep Trail"
13,"Sacagawea Pass","Sacagawea Pass",518,2021-01-13,"Wed",NA,"Sacagawea Pass"
14,"Lower Shafthouse","Shafthouse Hill",540,2021-01-14,"Thu",NA,"Lower Shafthouse"
15,"North Cottonwood to Ridge","North Cottonwood",545,2021-01-15,"Fri",NA,"North Cottonwood to Ridge"
16,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-01-16,"Sat",NA,"Ross Pass to Sacagawea Peak"
17,"Bridger to Ross Pass","Bridger Ridge",513,2021-01-17,"Sun",NA,"Bridger to Ross Pass"
18,"Carroll Creek","Carroll Creek",527,2021-01-18,"Mon",NA,"Carroll Creek"
19,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-01-19,"Tue",NA,"Flathead Pass Rd"
20,"Upper Shafthouse","Shafthouse Hill",540,2021-01-20,"Wed",NA,"Upper Shafthouse"
21,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-01-21,"Thu",NA,"S Fork Brackett Creek"
22,"East Bridger South","East Bridger South",538,2021-01-22,"Fri",NA,"East Bridger South"
23,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-01-23,"Sat",NA,"Ross Pass to Sacagawea Pass"
24,"Raptor View","Raptor View",530,2021-01-24,"Sun",NA,"Raptor View"
25,"Upper Brackett Creek","Upper Brackett Creek",526,2021-01-25,"Mon",NA,"Upper Brackett Creek"
26,"Truman to Jones","Bridger Foothills",534,2021-01-26,"Tue",NA,"Truman to Jones"
29,"College M to Sypes","Bridger Foothills",534,2021-01-29,"Fri",NA,"College M to Sypes"
32,"M shortcut","M shortcut",512,2021-02-01,"Mon",NA,"M shortcut"
34,"Middle Cottonwood","Middle Cottonwood",586,2021-02-03,"Wed",NA,"Middle Cottonwood"
35,"East Bridger North","East Bridger North",539,2021-02-04,"Thu",NA,"East Bridger North"
36,"Truman Gulch","Truman Gulch",535,2021-02-05,"Fri",NA,"Truman Gulch"
37,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-02-06,"Sat",NA,"Middle Cottonwood to Bostwick"
38,"North Cottonwood Access","North Cottonwood Access",546,2021-02-07,"Sun",NA,"North Cottonwood Access"
39,"New World Gulch","New World Gulch",50,2021-02-08,"Mon",NA,"New World Gulch"
40,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-02-09,"Tue",NA,"North Cottonwood to Johnson Canyon"
41,"Bridger","Bridger Ridge",513,2021-02-10,"Wed",NA,"Bridger"
42,"Corbly Gulch","Corbly Gulch",544,2021-02-11,"Thu",NA,"Corbly Gulch"
43,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-02-12,"Fri",NA,"Felix Canyon Rd"
44,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-02-13,"Sat",NA,"Sypes to Middle Cottonwood"
45,"Bostwick to Truman","Bridger Foothills",534,2021-02-14,"Sun",NA,"Bostwick to Truman"
46,"Baldy to Bridger","Bridger Ridge",513,2021-02-15,"Mon",NA,"Baldy to Bridger"
47,"Fairy Creek","Fairy Creek",500,2021-02-16,"Tue",NA,"Fairy Creek"
48,"Fairy Lakeshore","Fairy Lakeshore",499,2021-02-17,"Wed",NA,"Fairy Lakeshore"
49,"Jones to Ross Pass","Bridger Foothills",534,2021-02-18,"Thu",NA,"Jones to Ross Pass"
50,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-02-19,"Fri",NA,"Sacagawea Peak to Sacagawea Pass"
51,"Ross Pass","Ross Pass",551,2021-02-20,"Sat",NA,"Ross Pass"
52,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-02-21,"Sun",NA,"Fairy Lake Shortcut"
53,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-02-22,"Mon",NA,"Johnson Canyon Jeep Trail"
54,"Sacagawea Pass","Sacagawea Pass",518,2021-02-23,"Tue",NA,"Sacagawea Pass"
55,"Lower Shafthouse","Shafthouse Hill",540,2021-02-24,"Wed",NA,"Lower Shafthouse"
56,"North Cottonwood to Ridge","North Cottonwood",545,2021-02-25,"Thu",NA,"North Cottonwood to Ridge"
57,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-02-26,"Fri",NA,"Ross Pass to Sacagawea Peak"
58,"Bridger to Ross Pass","Bridger Ridge",513,2021-02-27,"Sat",NA,"Bridger to Ross Pass"
59,"Carroll Creek","Carroll Creek",527,2021-02-28,"Sun",NA,"Carroll Creek"
60,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-03-01,"Mon",NA,"Flathead Pass Rd"
61,"Upper Shafthouse","Shafthouse Hill",540,2021-03-02,"Tue",NA,"Upper Shafthouse"
62,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-03-03,"Wed",NA,"S Fork Brackett Creek"
63,"East Bridger South","East Bridger South",538,2021-03-04,"Thu",NA,"East Bridger South"
64,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-03-05,"Fri",NA,"Ross Pass to Sacagawea Pass"
65,"Raptor View","Raptor View",530,2021-03-06,"Sat",NA,"Raptor View"
66,"Upper Brackett Creek","Upper Brackett Creek",526,2021-03-07,"Sun",NA,"Upper Brackett Creek"
67,"Truman to Jones","Bridger Foothills",534,2021-03-08,"Mon",NA,"Truman to Jones"
75,"Middle Cottonwood","Middle Cottonwood",586,2021-03-16,"Tue",NA,"Middle Cottonwood"
76,"East Bridger North","East Bridger North",539,2021-03-17,"Wed",NA,"East Bridger North"
77,"Truman Gulch","Truman Gulch",535,2021-03-18,"Thu",NA,"Truman Gulch"
78,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-03-19,"Fri",NA,"Middle Cottonwood to Bostwick"
79,"North Cottonwood Access","North Cottonwood Access",546,2021-03-20,"Sat",NA,"North Cottonwood Access"
80,"New World Gulch","New World Gulch",50,2021-03-21,"Sun",NA,"New World Gulch"
81,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-03-22,"Mon",NA,"North Cottonwood to Johnson Canyon"
82,"Bridger","Bridger Ridge",513,2021-03-23,"Tue",NA,"Bridger"
83,"Corbly Gulch","Corbly Gulch",544,2021-03-24,"Wed",NA,"Corbly Gulch"
84,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-03-25,"Thu",NA,"Felix Canyon Rd"
85,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-03-26,"Fri",NA,"Sypes to Middle Cottonwood"
86,"Bostwick to Truman","Bridger Foothills",534,2021-03-27,"Sat",NA,"Bostwick to Truman"
87,"Baldy to Bridger","Bridger Ridge",513,2021-03-28,"Sun",NA,"Baldy to Bridger"
88,"Fairy Creek","Fairy Creek",500,2021-03-29,"Mon",NA,"Fairy Creek"
89,"Fairy Lakeshore","Fairy Lakeshore",499,2021-03-30,"Tue",NA,"Fairy Lakeshore"
90,"Jones to Ross Pass","Bridger Foothills",534,2021-03-31,"Wed",NA,"Jones to Ross Pass"
91,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-04-01,"Thu",NA,"Sacagawea Peak to Sacagawea Pass"
92,"Ross Pass","Ross Pass",551,2021-04-02,"Fri",NA,"Ross Pass"
93,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-04-03,"Sat",NA,"Fairy Lake Shortcut"
94,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-04-04,"Sun",NA,"Johnson Canyon Jeep Trail"
95,"Sacagawea Pass","Sacagawea Pass",518,2021-04-05,"Mon",NA,"Sacagawea Pass"
96,"Lower Shafthouse","Shafthouse Hill",540,2021-04-06,"Tue",NA,"Lower Shafthouse"
97,"North Cottonwood to Ridge","North Cottonwood",545,2021-04-07,"Wed",NA,"North Cottonwood to Ridge"
98,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-04-08,"Thu",NA,"Ross Pass to Sacagawea Peak"
99,"Bridger to Ross Pass","Bridger Ridge",513,2021-04-09,"Fri",NA,"Bridger to Ross Pass"
100,"Carroll Creek","Carroll Creek",527,2021-04-10,"Sat",NA,"Carroll Creek"
101,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-04-11,"Sun",NA,"Flathead Pass Rd"
102,"Upper Shafthouse","Shafthouse Hill",540,2021-04-12,"Mon",NA,"Upper Shafthouse"
103,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-04-13,"Tue",NA,"S Fork Brackett Creek"
104,"East Bridger South","East Bridger South",538,2021-04-14,"Wed",NA,"East Bridger South"
105,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-04-15,"Thu",NA,"Ross Pass to Sacagawea Pass"
106,"Raptor View","Raptor View",530,2021-04-16,"Fri",NA,"Raptor View"
107,"Upper Brackett Creek","Upper Brackett Creek",526,2021-04-17,"Sat",NA,"Upper Brackett Creek"
108,"Truman to Jones","Bridger Foothills",534,2021-04-18,"Sun",NA,"Truman to Jones"
115,"Sypes Canyon","Sypes Canyon",531,2021-04-25,"Sun",NA,"Sypes Canyon"
117,"East Bridger North","East Bridger North",539,2021-04-27,"Tue",NA,"East Bridger North"
118,"Truman Gulch","Truman Gulch",535,2021-04-28,"Wed",NA,"Truman Gulch"
119,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-04-29,"Thu",NA,"Middle Cottonwood to Bostwick"
120,"North Cottonwood Access","North Cottonwood Access",546,2021-04-30,"Fri",NA,"North Cottonwood Access"
121,"New World Gulch","New World Gulch",50,2021-05-01,"Sat",NA,"New World Gulch"
122,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-05-02,"Sun",NA,"North Cottonwood to Johnson Canyon"
123,"Bridger","Bridger Ridge",513,2021-05-03,"Mon",NA,"Bridger"
126,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-05-06,"Thu",NA,"Sypes to Middle Cottonwood"
127,"Bostwick to Truman","Bridger Foothills",534,2021-05-07,"Fri",NA,"Bostwick to Truman"
128,"Baldy to Bridger","Bridger Ridge",513,2021-05-08,"Sat",NA,"Baldy to Bridger"
129,"Fairy Creek","Fairy Creek",500,2021-05-09,"Sun",NA,"Fairy Creek"
130,"Fairy Lakeshore","Fairy Lakeshore",499,2021-05-10,"Mon",NA,"Fairy Lakeshore"
131,"Jones to Ross Pass","Bridger Foothills",534,2021-05-11,"Tue",NA,"Jones to Ross Pass"
132,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-05-12,"Wed",NA,"Sacagawea Peak to Sacagawea Pass"
133,"Ross Pass","Ross Pass",551,2021-05-13,"Thu",NA,"Ross Pass"
134,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-05-14,"Fri",NA,"Fairy Lake Shortcut"
135,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-05-15,"Sat",NA,"Johnson Canyon Jeep Trail"
136,"Sacagawea Pass","Sacagawea Pass",518,2021-05-16,"Sun",NA,"Sacagawea Pass"
137,"Lower Shafthouse","Shafthouse Hill",540,2021-05-17,"Mon",NA,"Lower Shafthouse"
138,"North Cottonwood to Ridge","North Cottonwood",545,2021-05-18,"Tue",NA,"North Cottonwood to Ridge"
139,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-05-19,"Wed",NA,"Ross Pass to Sacagawea Peak"
140,"Bridger to Ross Pass","Bridger Ridge",513,2021-05-20,"Thu",NA,"Bridger to Ross Pass"
141,"Carroll Creek","Carroll Creek",527,2021-05-21,"Fri",NA,"Carroll Creek"
142,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-05-22,"Sat",NA,"Flathead Pass Rd"
143,"Upper Shafthouse","Shafthouse Hill",540,2021-05-23,"Sun",NA,"Upper Shafthouse"
144,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-05-24,"Mon",NA,"S Fork Brackett Creek"
145,"East Bridger South","East Bridger South",538,2021-05-25,"Tue",NA,"East Bridger South"
146,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-05-26,"Wed",NA,"Ross Pass to Sacagawea Pass"
147,"Raptor View","Raptor View",530,2021-05-27,"Thu",NA,"Raptor View"
148,"Upper Brackett Creek","Upper Brackett Creek",526,2021-05-28,"Fri",NA,"Upper Brackett Creek"
149,"Truman to Jones","Bridger Foothills",534,2021-05-29,"Sat",NA,"Truman to Jones"
158,"East Bridger North","East Bridger North",539,2021-06-07,"Mon",NA,"East Bridger North"
160,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-06-09,"Wed",NA,"Middle Cottonwood to Bostwick"
161,"North Cottonwood Access","North Cottonwood Access",546,2021-06-10,"Thu",NA,"North Cottonwood Access"
162,"New World Gulch","New World Gulch",50,2021-06-11,"Fri",NA,"New World Gulch"
166,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-06-15,"Tue",NA,"Felix Canyon Rd"
167,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-06-16,"Wed",NA,"Sypes to Middle Cottonwood"
168,"Bostwick to Truman","Bridger Foothills",534,2021-06-17,"Thu",NA,"Bostwick to Truman"
169,"Baldy to Bridger","Bridger Ridge",513,2021-06-18,"Fri",NA,"Baldy to Bridger"
171,"Fairy Lakeshore","Fairy Lakeshore",499,2021-06-20,"Sun",NA,"Fairy Lakeshore"
172,"Jones to Ross Pass","Bridger Foothills",534,2021-06-21,"Mon",NA,"Jones to Ross Pass"
174,"Ross Pass","Ross Pass",551,2021-06-23,"Wed",NA,"Ross Pass"
175,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-06-24,"Thu",NA,"Fairy Lake Shortcut"
176,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-06-25,"Fri",NA,"Johnson Canyon Jeep Trail"
179,"North Cottonwood to Ridge","North Cottonwood",545,2021-06-28,"Mon",NA,"North Cottonwood to Ridge"
180,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-06-29,"Tue",NA,"Ross Pass to Sacagawea Peak"
181,"Bridger to Ross Pass","Bridger Ridge",513,2021-06-30,"Wed",NA,"Bridger to Ross Pass"
182,"Carroll Creek","Carroll Creek",527,2021-07-01,"Thu",NA,"Carroll Creek"
183,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-07-02,"Fri",NA,"Flathead Pass Rd"
185,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-07-04,"Sun",NA,"S Fork Brackett Creek"
186,"East Bridger South","East Bridger South",538,2021-07-05,"Mon",NA,"East Bridger South"
187,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-07-06,"Tue",NA,"Ross Pass to Sacagawea Pass"
188,"Raptor View","Raptor View",530,2021-07-07,"Wed",NA,"Raptor View"
189,"Upper Brackett Creek","Upper Brackett Creek",526,2021-07-08,"Thu",NA,"Upper Brackett Creek"
190,"Truman to Jones","Bridger Foothills",534,2021-07-09,"Fri",NA,"Truman to Jones"
200,"Truman Gulch","Truman Gulch",535,2021-07-19,"Mon",NA,"Truman Gulch"
202,"North Cottonwood Access","North Cottonwood Access",546,2021-07-21,"Wed",NA,"North Cottonwood Access"
203,"New World Gulch","New World Gulch",50,2021-07-22,"Thu",NA,"New World Gulch"
204,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-07-23,"Fri",NA,"North Cottonwood to Johnson Canyon"
207,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-07-26,"Mon",NA,"Felix Canyon Rd"
208,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-07-27,"Tue",NA,"Sypes to Middle Cottonwood"
209,"Bostwick to Truman","Bridger Foothills",534,2021-07-28,"Wed",NA,"Bostwick to Truman"
212,"Fairy Lakeshore","Fairy Lakeshore",499,2021-07-31,"Sat",NA,"Fairy Lakeshore"
213,"Jones to Ross Pass","Bridger Foothills",534,2021-08-01,"Sun",NA,"Jones to Ross Pass"
214,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-08-02,"Mon",NA,"Sacagawea Peak to Sacagawea Pass"
215,"Ross Pass","Ross Pass",551,2021-08-03,"Tue",NA,"Ross Pass"
216,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-08-04,"Wed",NA,"Fairy Lake Shortcut"
217,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-08-05,"Thu",NA,"Johnson Canyon Jeep Trail"
220,"North Cottonwood to Ridge","North Cottonwood",545,2021-08-08,"Sun",NA,"North Cottonwood to Ridge"
221,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-08-09,"Mon",NA,"Ross Pass to Sacagawea Peak"
222,"Bridger to Ross Pass","Bridger Ridge",513,2021-08-10,"Tue",NA,"Bridger to Ross Pass"
223,"Carroll Creek","Carroll Creek",527,2021-08-11,"Wed",NA,"Carroll Creek"
224,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-08-12,"Thu",NA,"Flathead Pass Rd"
226,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-08-14,"Sat",NA,"S Fork Brackett Creek"
227,"East Bridger South","East Bridger South",538,2021-08-15,"Sun",NA,"East Bridger South"
228,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-08-16,"Mon",NA,"Ross Pass to Sacagawea Pass"
229,"Raptor View","Raptor View",530,2021-08-17,"Tue",NA,"Raptor View"
230,"Upper Brackett Creek","Upper Brackett Creek",526,2021-08-18,"Wed",NA,"Upper Brackett Creek"
231,"Truman to Jones","Bridger Foothills",534,2021-08-19,"Thu",NA,"Truman to Jones"
242,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-08-30,"Mon",NA,"Middle Cottonwood to Bostwick"
243,"North Cottonwood Access","North Cottonwood Access",546,2021-08-31,"Tue",NA,"North Cottonwood Access"
244,"New World Gulch","New World Gulch",50,2021-09-01,"Wed",NA,"New World Gulch"
245,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-09-02,"Thu",NA,"North Cottonwood to Johnson Canyon"
246,"Bridger","Bridger Ridge",513,2021-09-03,"Fri",NA,"Bridger"
248,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-09-05,"Sun",NA,"Felix Canyon Rd"
249,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-09-06,"Mon",NA,"Sypes to Middle Cottonwood"
250,"Bostwick to Truman","Bridger Foothills",534,2021-09-07,"Tue",NA,"Bostwick to Truman"
251,"Baldy to Bridger","Bridger Ridge",513,2021-09-08,"Wed",NA,"Baldy to Bridger"
252,"Fairy Creek","Fairy Creek",500,2021-09-09,"Thu",NA,"Fairy Creek"
253,"Fairy Lakeshore","Fairy Lakeshore",499,2021-09-10,"Fri",NA,"Fairy Lakeshore"
256,"Ross Pass","Ross Pass",551,2021-09-13,"Mon",NA,"Ross Pass"
257,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-09-14,"Tue",NA,"Fairy Lake Shortcut"
258,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-09-15,"Wed",NA,"Johnson Canyon Jeep Trail"
259,"Sacagawea Pass","Sacagawea Pass",518,2021-09-16,"Thu",NA,"Sacagawea Pass"
260,"Lower Shafthouse","Shafthouse Hill",540,2021-09-17,"Fri",NA,"Lower Shafthouse"
261,"North Cottonwood to Ridge","North Cottonwood",545,2021-09-18,"Sat",NA,"North Cottonwood to Ridge"
262,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-09-19,"Sun",NA,"Ross Pass to Sacagawea Peak"
263,"Bridger to Ross Pass","Bridger Ridge",513,2021-09-20,"Mon",NA,"Bridger to Ross Pass"
264,"Carroll Creek","Carroll Creek",527,2021-09-21,"Tue",NA,"Carroll Creek"
265,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-09-22,"Wed",NA,"Flathead Pass Rd"
266,"Upper Shafthouse","Shafthouse Hill",540,2021-09-23,"Thu",NA,"Upper Shafthouse"
267,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-09-24,"Fri",NA,"S Fork Brackett Creek"
268,"East Bridger South","East Bridger South",538,2021-09-25,"Sat",NA,"East Bridger South"
269,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-09-26,"Sun",NA,"Ross Pass to Sacagawea Pass"
270,"Raptor View","Raptor View",530,2021-09-27,"Mon",NA,"Raptor View"
271,"Upper Brackett Creek","Upper Brackett Creek",526,2021-09-28,"Tue",NA,"Upper Brackett Creek"
272,"Truman to Jones","Bridger Foothills",534,2021-09-29,"Wed",NA,"Truman to Jones"
274,"College M","Bridger Foothills",534,2021-10-01,"Fri",NA,"College M"
275,"College M to Sypes","Bridger Foothills",534,2021-10-02,"Sat",NA,"College M to Sypes"
276,"Steep Way","Bridger Ridge",513,2021-10-03,"Sun",NA,"Steep Way"
277,"M to Baldy","Bridger Ridge",513,2021-10-04,"Mon",NA,"M to Baldy"
278,"M shortcut","M shortcut",512,2021-10-05,"Tue",NA,"M shortcut"
279,"Sypes Canyon","Sypes Canyon",531,2021-10-06,"Wed",NA,"Sypes Canyon"
280,"Middle Cottonwood","Middle Cottonwood",586,2021-10-07,"Thu",NA,"Middle Cottonwood"
281,"East Bridger North","East Bridger North",539,2021-10-08,"Fri",NA,"East Bridger North"
284,"North Cottonwood Access","North Cottonwood Access",546,2021-10-11,"Mon",NA,"North Cottonwood Access"
285,"New World Gulch","New World Gulch",50,2021-10-12,"Tue",NA,"New World Gulch"
286,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-10-13,"Wed",NA,"North Cottonwood to Johnson Canyon"
287,"Bridger","Bridger Ridge",513,2021-10-14,"Thu",NA,"Bridger"
288,"Corbly Gulch","Corbly Gulch",544,2021-10-15,"Fri",NA,"Corbly Gulch"
